transaction_id,account_timestamp,amt,fee,transaction_details,transaction_timestamp,account_no
14131,2021-06-14 14:27:24,11573.1,1.49589,TYPE_3,2021-06-28 15:06:33,406
14132,2021-04-20 17:05:06,11690.0,14.9589,TYPE_1,2021-08-10 12:01:18,243
14134,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-08-06 16:50:31,4
14135,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-05-28 15:20:23,4
14136,2021-04-05 22:30:11,23380.0,0.0,TYPE_2,2021-07-08 19:28:50,1079
14137,2021-03-25 20:28:35,3504.6620000000003,14.9589,TYPE_1,2021-04-12 18:17:52,220
14140,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 13:58:22,8
14142,2021-03-03 05:55:34,19849.62,14.9589,TYPE_1,2021-05-21 16:06:59,1041
14145,2021-03-09 02:01:59,19239.402000000002,14.9589,TYPE_1,2021-05-13 12:17:39,72
14146,2021-05-31 21:52:13,11690.0,14.9589,TYPE_1,2021-08-11 16:16:11,105
14147,2021-06-22 08:09:37,1169.0,0.0,TYPE_4,2021-12-30 23:04:42,832
14156,2021-06-09 00:37:20,4652.62,14.9589,TYPE_1,2021-08-09 16:30:01,331
14158,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-04-13 16:57:27,4
14160,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-08-23 11:39:27,4
14161,2021-03-26 00:49:45,4676.0,14.9589,TYPE_1,2021-06-23 18:34:30,19
14166,2021-03-09 19:56:02,7014.0,14.9589,TYPE_1,2021-06-23 12:40:49,402
14167,2021-06-23 16:51:40,233.8,0.0,TYPE_4,2021-12-20 17:31:38,57
14168,2021-03-24 21:50:09,2338.0,14.9589,TYPE_1,2021-04-15 16:54:22,500
14171,2021-03-27 21:22:28,23.380000000000003,1.49589,TYPE_3,2021-03-30 16:51:48,2353
14172,2021-03-24 14:58:21,11690.0,14.9589,TYPE_1,2021-08-03 14:09:05,192
14173,2021-03-22 19:19:58,3331.65,1.49589,TYPE_3,2021-07-14 12:30:24,49
14177,2021-06-26 14:50:57,11685.324,14.9589,TYPE_1,2021-06-29 11:27:29,124
14179,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 13:48:16,8
14181,2021-04-19 19:02:00,11690.0,14.9589,TYPE_1,2021-06-22 11:32:57,701
14182,2020-11-15 20:29:49,0.04676,0.0,TYPE_3,2021-05-12 20:42:49,8
14186,2021-04-20 19:31:15,4582.4800000000005,14.9589,TYPE_1,2021-09-03 14:39:04,833
14187,2021-05-06 04:13:52,2314.62,14.9589,TYPE_1,2021-07-13 12:41:44,1612
14188,2021-06-21 21:49:18,35.07,0.0,TYPE_4,2021-10-02 14:59:09,330
14189,2021-04-22 15:02:19,2314.8538000000003,14.9589,TYPE_1,2021-06-22 13:11:37,1350
14190,2021-06-17 16:04:51,265.85398,0.0,TYPE_2,2021-08-05 18:45:37,136
14193,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-04-23 15:56:37,4
14195,2021-05-03 19:48:03,2314.8538000000003,14.9589,TYPE_1,2021-06-07 13:19:46,50
14196,2021-04-12 23:57:14,93520.0,11.9369,TYPE_1,2021-06-10 18:41:26,3
14197,2021-05-25 19:24:40,2338.0,0.0,TYPE_2,2021-08-25 13:33:12,2354
14198,2021-07-05 00:28:46,701.4,0.0,TYPE_2,2021-09-08 12:55:52,528
14203,2021-03-02 17:20:50,6990.62,14.9589,TYPE_1,2021-05-11 12:20:51,661
14204,2021-03-22 17:24:26,556.7947,0.0,TYPE_2,2021-05-04 13:39:18,127
14206,2021-02-26 23:15:56,7014.0,14.9589,TYPE_1,2021-05-24 18:55:08,4
14207,2021-05-06 16:05:22,3273.2000000000003,14.9589,TYPE_1,2021-06-07 14:42:45,523
14208,2021-02-26 23:15:56,3039.4,14.9589,TYPE_1,2021-04-26 14:31:10,4
14212,2021-06-07 21:09:29,4652.62,14.9589,TYPE_1,2021-08-06 15:29:51,2355
14215,2021-06-18 21:54:58,109.88600000000001,0.0,TYPE_4,2021-11-26 15:17:56,395
14217,2021-07-13 20:27:46,3039.4,14.9589,TYPE_1,2021-08-05 19:36:34,2356
14219,2021-03-26 23:40:44,11690.0,1.49589,TYPE_3,2021-07-06 20:49:16,834
14222,2021-05-08 20:00:53,1399.5501800000002,0.0,TYPE_2,2021-06-23 19:18:25,100
14223,2021-04-08 17:51:18,7014.0,0.0,TYPE_2,2021-06-18 12:11:26,315
14224,2021-04-05 21:52:43,7014.0,0.0,TYPE_2,2021-08-05 16:59:42,1187
14225,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-07-12 20:33:44,4
14229,2021-03-22 16:12:31,9352.0,14.9589,TYPE_1,2021-07-21 19:02:46,143
14230,2021-03-24 21:50:09,4325.3,14.9589,TYPE_1,2021-05-18 10:54:41,500
14232,2021-03-09 19:56:02,2221.1,14.9589,TYPE_1,2021-06-22 19:40:03,402
14234,2021-03-10 23:23:33,12625.2,14.9589,TYPE_1,2021-07-01 14:41:03,152
14236,2021-03-23 21:47:39,2057.44,14.9589,TYPE_1,2021-07-29 14:16:05,480
14238,2021-02-26 23:15:56,3507.0,14.9589,TYPE_1,2021-07-19 14:18:29,4
14240,2021-03-30 18:23:39,1519.5831,0.0,TYPE_2,2021-04-16 18:52:06,43
14241,2021-04-20 18:17:16,1145.6200000000001,14.9589,TYPE_1,2021-06-16 17:47:38,2357
14242,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-06-18 15:44:49,4
14244,2021-05-12 21:13:23,4038.38064,0.0,TYPE_2,2021-09-15 21:56:56,765
14245,2021-05-05 21:04:15,1939.67494,0.0,TYPE_4,2021-11-05 18:20:52,1368
14251,2021-03-05 02:02:39,6990.62,14.9589,TYPE_1,2021-06-04 15:39:58,150
14252,2021-03-23 04:41:50,11690.0,14.9589,TYPE_1,2021-07-27 19:56:06,527
14254,2021-05-13 21:23:52,5162.35076,1.49589,TYPE_3,2021-05-18 15:00:55,902
14260,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-07-09 14:13:37,4
14262,2021-03-31 16:40:50,2338.0,0.0,TYPE_2,2021-05-17 15:46:16,1663
14266,2021-04-07 22:58:59,11690.0,14.9589,TYPE_1,2021-06-02 17:54:05,1229
14268,2021-06-02 20:16:03,11573.1,14.9589,TYPE_1,2021-09-27 20:23:01,1140
14269,2021-03-26 00:49:45,11690.0,14.9589,TYPE_1,2021-07-07 19:33:57,19
14270,2021-04-12 23:57:14,15197.0,11.9369,TYPE_1,2021-08-06 13:15:52,3
14272,2021-04-14 21:48:26,678.02,14.9589,TYPE_1,2021-07-09 15:45:49,1002
14275,2021-02-26 23:15:56,187040.0,14.9589,TYPE_1,2021-04-12 15:24:43,4
14277,2021-04-20 18:08:05,2314.62,14.9589,TYPE_1,2021-07-22 13:36:32,7
14279,2021-07-08 17:04:07,2291.2400000000002,14.9589,TYPE_1,2021-08-09 13:34:17,2358
14283,2021-03-26 21:44:17,14028.0,14.9589,TYPE_1,2021-03-26 20:50:25,135
14284,2021-05-13 14:08:50,1169.0,0.0,TYPE_2,2021-07-09 16:06:17,1599
14286,2021-05-07 21:57:09,11666.62,14.9589,TYPE_1,2021-05-14 20:31:31,181
14287,2021-08-13 20:53:05,140.28,0.0,TYPE_4,2021-12-20 23:04:05,195
14288,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-07-12 12:54:16,4
14291,2021-05-27 18:57:45,11690.0,14.9589,TYPE_1,2021-06-02 11:30:57,1565
14292,2021-04-13 21:09:03,7014.0,14.9589,TYPE_1,2021-06-21 15:05:57,56
14293,2021-04-30 17:49:36,2338.0,14.9589,TYPE_1,2021-06-11 15:46:29,700
14295,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-08-04 13:07:30,4
14296,2021-04-25 02:23:41,1636.6000000000001,0.0,TYPE_2,2021-06-28 21:54:59,2359
14298,2021-02-26 23:15:56,5845.0,14.9589,TYPE_1,2021-05-24 15:35:03,4
14299,2021-04-01 17:33:50,5354.02,14.9589,TYPE_1,2021-08-02 13:03:03,2360
14301,2021-03-31 15:51:19,2338.0,0.0,TYPE_2,2021-05-10 16:00:44,819
14303,2021-04-22 14:17:43,6780.2,14.9589,TYPE_1,2021-06-28 20:04:29,1623
14304,2021-03-22 19:19:58,3343.34,1.49589,TYPE_3,2021-07-14 12:10:18,49
14307,2021-05-01 00:03:34,2422.168,0.0,TYPE_2,2021-06-07 22:57:58,2287
14308,2021-05-31 17:46:08,2244.48,14.9589,TYPE_1,2021-07-26 14:45:29,1444
14309,2021-04-09 00:18:51,3717.42,14.9589,TYPE_1,2021-05-07 17:58:38,1988
14310,2021-07-12 14:48:59,142.59462000000002,0.0,TYPE_4,2021-11-06 05:07:46,730
14311,2021-03-16 21:43:12,483.966,15.11,TYPE_1,2021-05-24 13:05:46,176
14314,2021-03-25 12:53:10,11689.97662,14.9589,TYPE_1,2021-06-17 16:08:14,206
14315,2021-03-19 00:04:28,11690.0,14.9589,TYPE_1,2021-06-30 18:13:45,157
14316,2021-03-25 16:25:11,8884.4,0.0,TYPE_2,2021-05-17 14:03:48,81
14318,2021-07-21 03:26:18,2338.0,14.9589,TYPE_1,2021-08-30 21:01:23,344
14319,2021-02-26 23:15:56,4555.21892,14.9589,TYPE_1,2021-04-13 14:46:01,4
14320,2021-03-10 01:43:06,11.690000000000001,1.49589,TYPE_3,2021-06-17 20:15:32,321
14321,2021-03-23 16:02:36,7925.820000000001,0.0,TYPE_2,2021-06-22 15:08:43,1538
14322,2021-04-23 23:12:58,163.66,14.9589,TYPE_1,2021-06-01 14:14:27,538
14323,2021-09-07 18:19:28,2150.96,0.0,TYPE_3,2021-09-07 17:26:54,546
14326,2021-04-27 21:39:51,4676.0,14.9589,TYPE_1,2021-06-04 19:54:10,1082
14329,2021-03-24 00:47:13,11690.0,1.49589,TYPE_3,2021-05-12 17:25:51,795
14331,2021-02-26 23:15:56,14495.6,14.9589,TYPE_1,2021-04-16 20:33:43,4
14332,2021-03-03 16:48:01,17535.0,14.9589,TYPE_1,2021-08-16 16:15:31,2361
14336,2021-11-10 20:25:29,214.5115,0.0,TYPE_4,2021-11-29 11:20:48,2060
14337,2021-05-04 02:53:38,4442.2,0.0,TYPE_2,2021-08-31 17:56:35,2362
14338,2021-06-11 17:51:33,11690.0,14.9589,TYPE_1,2021-07-12 20:30:25,2363
14339,2021-03-19 17:50:16,2314.62,14.9589,TYPE_1,2021-08-23 13:23:59,1236
14340,2021-04-16 22:33:42,4676.0,0.0,TYPE_2,2021-07-19 16:33:32,1660
14345,2021-06-24 19:24:47,2758.84,14.9589,TYPE_1,2021-06-25 13:40:04,1844
14346,2021-04-14 03:03:37,3740.8,14.9589,TYPE_1,2021-07-28 17:07:17,2158
14352,2021-10-08 12:00:45,116.9,0.0,TYPE_4,2021-10-16 14:18:56,246
14353,2021-04-27 22:17:52,2338.0,0.0,TYPE_2,2021-06-24 19:31:12,2364
14355,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-08-20 13:26:47,4
14357,2021-03-25 20:23:51,11690.0,14.9589,TYPE_1,2021-07-09 12:50:00,139
14359,2021-05-05 20:28:40,2221.1,14.9589,TYPE_1,2021-06-11 20:17:06,2346
14360,2021-03-18 19:31:40,1542.91634,0.0,TYPE_2,2021-04-15 16:36:50,205
14363,2021-04-06 18:53:32,11666.62,14.9589,TYPE_1,2021-05-27 17:40:57,601
14365,2021-03-04 00:03:25,21018.62,14.9589,TYPE_1,2021-07-01 14:00:49,619
14366,2021-03-30 18:23:39,325.4496,0.0,TYPE_2,2021-04-29 20:17:23,43
14367,2021-03-30 18:23:39,865.5276,0.0,TYPE_2,2021-04-29 20:33:44,43
14368,2021-02-26 23:15:56,42084.0,14.9589,TYPE_1,2021-03-25 17:18:59,4
14369,2021-04-16 17:39:39,6546.400000000001,0.0,TYPE_2,2021-07-16 20:41:51,145
14370,2021-02-26 23:15:56,13092.800000000001,14.9589,TYPE_1,2021-04-29 12:57:43,4
14371,2021-06-18 22:35:48,3146.8311000000003,0.0,TYPE_4,2021-10-05 16:54:41,758
14374,2021-03-08 17:11:46,2267.86,14.9589,TYPE_1,2021-03-10 17:03:40,45
14376,2021-05-21 17:01:00,913.5735000000001,0.0,TYPE_2,2021-06-14 20:34:49,232
14377,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 13:48:21,8
14380,2021-09-07 22:07:25,794.9200000000001,0.0,TYPE_4,2021-09-08 13:15:22,2365
14381,2021-06-14 20:41:19,9328.62,14.9589,TYPE_1,2021-07-28 16:34:08,583
14382,2021-02-26 23:15:56,4442.2,14.9589,TYPE_1,2021-05-17 18:17:28,4
14383,2021-04-05 17:56:45,4652.62,14.9589,TYPE_1,2021-05-21 19:06:15,1995
14386,2021-03-21 00:44:22,1449.2560600000002,0.0,TYPE_2,2021-04-28 12:24:29,261
14388,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-05-21 13:15:29,4
14390,2021-04-13 19:27:45,2338.0,0.0,TYPE_2,2021-05-12 14:49:36,2366
14392,2021-03-06 03:27:11,2314.62,14.9589,TYPE_1,2021-09-03 15:05:54,412
14394,2021-10-09 21:47:24,0.49097999999999997,0.0,TYPE_3,2021-10-24 17:48:15,1562
14395,2021-02-26 23:15:56,3039.4,14.9589,TYPE_1,2021-03-16 18:50:12,4
14396,2021-03-16 21:43:12,1835.3300000000002,15.11,TYPE_1,2021-06-21 11:20:42,176
14397,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-05-25 16:01:29,4
14400,2021-03-26 22:21:47,3507.0,0.0,TYPE_2,2021-08-03 22:47:24,1138
14401,2021-04-07 17:12:29,9.352,0.0,TYPE_3,2021-05-11 23:54:08,110
14403,2021-06-14 18:29:18,2314.62,14.9589,TYPE_1,2021-07-14 13:14:04,2367
14404,2021-06-16 16:28:17,2338.0,14.9589,TYPE_1,2021-07-12 17:04:49,986
14409,2021-03-14 16:41:18,23380.0,14.9589,TYPE_1,2021-04-12 15:05:42,11
14410,2021-03-04 17:39:20,233.8,14.9589,TYPE_1,2021-09-23 20:02:43,1005
14412,2021-03-17 21:21:22,1402.8,0.0,TYPE_2,2021-04-15 22:49:14,783
14413,2021-05-13 18:55:10,11690.0,14.9589,TYPE_1,2021-06-09 17:28:50,69
14414,2021-04-07 17:12:29,23.380000000000003,13.447899999999999,TYPE_1,2021-05-27 20:31:38,110
14416,2021-07-19 03:25:41,46.760000000000005,0.0,TYPE_3,2021-07-19 02:39:32,2368
14417,2021-02-26 23:15:56,3974.6,14.9589,TYPE_1,2021-07-08 13:45:45,4
14418,2021-03-22 16:44:49,7.014,0.0,TYPE_1,2021-06-24 16:53:25,70
14420,2021-03-03 13:18:27,9328.62,14.9589,TYPE_1,2021-08-04 11:51:25,1227
14421,2021-03-22 16:44:49,2.338,0.0,TYPE_3,2021-08-02 20:09:24,70
14422,2021-04-23 21:38:15,1753.5,14.9589,TYPE_1,2021-06-21 18:49:02,2231
14427,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 13:58:20,8
14430,2021-03-25 21:32:05,1402.8,14.9589,TYPE_1,2021-04-28 13:19:09,464
14431,2021-08-11 20:13:56,1052.1000000000001,0.0,TYPE_2,2021-08-20 16:13:44,65
14432,2021-03-02 16:03:50,1169.0,14.9589,TYPE_1,2021-06-09 18:13:26,118
14434,2021-04-29 18:30:53,11690.0,14.9589,TYPE_1,2021-08-06 20:38:17,611
14438,2021-01-25 22:34:37,3.3901,0.0,TYPE_3,2021-03-15 22:40:11,938
14439,2021-04-06 15:59:06,1169.0,0.0,TYPE_2,2021-04-12 18:00:27,1181
14440,2021-02-26 23:15:56,5845.0,14.9589,TYPE_1,2021-06-07 14:01:38,4
14443,2021-07-12 15:07:12,6440.815920000001,0.0,TYPE_4,2021-12-06 17:27:55,1007
14446,2021-06-14 20:20:02,81.83,0.0,TYPE_1,2021-08-16 12:33:59,1607
14447,2021-03-02 17:11:30,17535.0,14.9589,TYPE_1,2021-06-29 15:52:38,1071
14452,2021-03-31 23:31:26,2742.474,14.9589,TYPE_1,2021-05-26 14:28:32,47
14453,2021-06-06 22:24:03,11690.0,14.9589,TYPE_1,2021-07-02 19:47:33,525
14455,2021-04-13 01:50:09,6780.2,14.9589,TYPE_1,2021-06-10 20:49:26,428
14456,2021-07-01 02:43:27,11690.0,14.9589,TYPE_1,2021-08-10 11:17:28,2026
14462,2021-03-07 16:43:00,1169.0,0.0,TYPE_2,2021-07-22 22:58:19,477
14465,2021-03-26 00:49:45,2338.0,14.9589,TYPE_1,2021-06-08 18:24:32,19
14466,2021-06-21 22:09:08,2889.9316599999997,0.0,TYPE_2,2021-07-27 16:33:56,2369
14469,2021-04-07 17:12:29,23.380000000000003,0.0,TYPE_3,2021-05-08 14:58:44,110
14470,2021-06-24 19:15:57,11456.2,14.9589,TYPE_1,2021-07-13 16:56:52,101
14473,2021-03-29 17:57:19,11689.953239999999,14.9589,TYPE_1,2021-09-10 14:46:02,360
14474,2021-03-02 23:10:09,2805.6,14.9589,TYPE_1,2021-09-02 13:35:31,1109
14475,2021-06-21 14:46:36,11666.62,1.49589,TYPE_3,2021-07-02 11:21:34,588
14477,2021-03-23 15:49:47,2031.8856600000001,0.0,TYPE_2,2021-07-20 22:02:07,301
14478,2021-06-04 01:06:41,11690.0,14.9589,TYPE_1,2021-06-16 11:35:53,233
14480,2021-03-25 20:48:41,1923.14528,0.0,TYPE_2,2021-08-06 20:23:00,568
14482,2021-03-17 21:54:21,770.1372,14.9589,TYPE_1,2021-04-30 20:04:31,2370
14483,2021-03-10 01:43:06,7084.14,1.49589,TYPE_3,2021-04-16 15:32:38,321
14485,2021-03-03 22:34:04,2291.2400000000002,14.9589,TYPE_1,2021-08-04 14:16:03,728
14487,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 14:02:07,8
14488,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-08-16 14:32:49,4
14489,2021-03-02 17:33:41,3273.2000000000003,0.0,TYPE_2,2021-06-30 22:38:54,1654
14491,2021-03-23 02:48:25,2338.0,14.9589,TYPE_1,2021-09-08 12:30:21,1001
14492,2021-03-04 22:42:28,9118.2,14.9589,TYPE_1,2021-07-05 14:17:10,1422
14494,2021-04-23 21:42:50,1210.12542,0.0,TYPE_2,2021-05-24 16:20:21,59
14495,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-05-03 16:26:05,4
14496,2021-05-14 16:14:25,3016.02,14.9589,TYPE_1,2021-06-15 18:01:12,1792
14497,2021-05-20 01:41:49,11690.0,14.9589,TYPE_1,2021-08-26 18:05:33,29
14500,2021-03-26 00:49:45,1169.0,14.9589,TYPE_1,2021-06-28 18:36:10,19
14501,2021-02-26 23:15:56,5026.7,14.9589,TYPE_1,2021-08-03 18:01:08,4
14503,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-03-19 19:44:19,4
14504,2021-06-22 20:58:01,3236.0258,0.0,TYPE_1,2021-07-20 15:06:07,117
14505,2021-03-26 00:49:45,11690.0,14.9589,TYPE_1,2021-06-21 18:17:43,19
14506,2021-03-03 21:03:13,1143.282,14.9589,TYPE_1,2021-06-07 15:12:43,944
14509,2021-04-19 18:02:54,2314.62,14.9589,TYPE_1,2021-09-13 14:02:17,1339
14512,2021-03-05 00:30:00,1145.6200000000001,14.9589,TYPE_1,2021-03-05 14:04:30,926
14513,2021-02-26 23:15:56,14261.800000000001,14.9589,TYPE_1,2021-04-14 16:47:07,4
14517,2021-03-30 18:23:39,5371.7888,0.0,TYPE_2,2021-05-04 19:23:07,43
14518,2021-03-25 12:53:10,11689.953239999999,14.9589,TYPE_1,2021-06-01 19:48:32,206
14519,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-06-02 14:01:43,4
14520,2021-06-03 23:42:35,818.3000000000001,14.9589,TYPE_1,2021-06-04 13:10:23,2213
14522,2021-08-11 23:46:16,163.66,0.0,TYPE_4,2021-11-25 11:33:42,624
14523,2020-12-16 19:24:58,5798.24,0.07555,TYPE_1,2021-08-03 17:13:07,172
14524,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-06-23 12:35:33,4
14525,2021-05-24 21:45:20,11666.62,14.9589,TYPE_1,2021-07-26 15:28:22,2371
14526,2021-07-14 20:17:19,2118.228,0.0,TYPE_4,2021-12-06 19:05:55,1275
14528,2021-03-29 16:40:16,7926.0538,14.9589,TYPE_1,2021-06-25 14:29:17,1997
14530,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-06-28 14:02:51,4
14531,2021-03-30 18:23:39,1231.5415,0.0,TYPE_2,2021-07-29 19:32:10,43
14532,2021-03-11 23:11:10,37.8756,14.9589,TYPE_1,2021-03-17 13:53:51,204
14534,2021-09-17 22:42:55,4.676,0.0,TYPE_4,2021-09-17 21:54:53,166
14535,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-05-24 17:40:36,4
14537,2021-06-01 19:31:14,3483.62,14.9589,TYPE_1,2021-07-02 16:34:56,909
14539,2021-03-26 00:49:45,7014.0,14.9589,TYPE_1,2021-08-30 20:01:21,19
14540,2021-02-26 23:15:56,5845.0,14.9589,TYPE_1,2021-05-27 18:15:52,4
14541,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-07-08 13:48:51,4
14543,2021-02-26 23:15:56,2922.5,14.9589,TYPE_1,2021-08-23 13:37:30,4
14544,2021-05-07 21:57:09,11690.0,14.9589,TYPE_1,2021-06-22 15:55:03,181
14545,2021-04-13 21:09:03,8183.0,14.9589,TYPE_1,2021-07-22 14:12:41,56
14546,2021-05-10 18:32:17,481.81504000000007,0.0,TYPE_2,2021-10-19 13:03:06,133
14548,2021-06-19 02:15:14,3460.2400000000002,14.9589,TYPE_1,2021-06-30 16:16:45,1552
14550,2021-03-02 16:03:50,2338.0,14.9589,TYPE_1,2021-06-08 17:47:57,118
14552,2021-03-22 16:44:49,2.338,0.0,TYPE_3,2021-07-30 15:35:40,70
14555,2021-03-13 01:38:17,3483.62,14.9589,TYPE_1,2021-05-12 15:36:15,1721
14556,2021-06-08 02:01:08,2099.10316,0.0,TYPE_2,2021-09-03 17:25:01,806
14557,2021-06-21 18:40:51,2314.62,14.9589,TYPE_1,2021-08-10 12:09:56,91
14558,2021-02-26 23:15:56,6312.6,14.9589,TYPE_1,2021-07-27 13:39:05,4
14559,2021-06-18 22:55:57,23.380000000000003,0.0,TYPE_1,2021-06-29 19:33:29,89
14562,2021-03-24 18:52:10,7014.0,0.0,TYPE_2,2021-07-26 18:02:01,1205
14563,2021-02-26 23:15:56,4676.0,14.9589,TYPE_1,2021-06-21 18:02:58,4
14564,2021-06-09 23:42:23,11690.0,14.9589,TYPE_1,2021-07-15 14:46:13,1836
14566,2021-05-12 23:22:29,10988.6,0.0,TYPE_1,2021-07-01 12:27:25,2372
14568,2021-03-08 18:02:28,10521.0,14.9589,TYPE_1,2021-07-26 20:49:41,672
14573,2021-03-10 18:25:12,23380.0,1.49589,TYPE_3,2021-04-09 17:57:38,2083
14574,2021-04-19 18:29:02,4640.93,14.9589,TYPE_1,2021-06-04 15:49:29,1758
14576,2021-02-26 23:15:56,2839.17368,14.9589,TYPE_1,2021-03-16 18:20:18,4
14577,2021-03-29 16:40:43,11690.0,14.9589,TYPE_1,2021-07-23 19:36:11,991
14578,2021-05-05 16:38:00,116.9,14.9589,TYPE_1,2021-07-28 19:22:09,1445
14579,2021-06-21 23:57:39,11690.0,14.9589,TYPE_1,2021-06-22 18:56:41,1605
14582,2021-03-20 23:04:35,558.782,0.0,TYPE_2,2021-05-10 22:34:36,748
14584,2021-05-15 23:47:42,100.534,1.49589,TYPE_3,2021-08-15 23:17:07,1639
14587,2021-03-10 03:42:43,10263.82,14.9589,TYPE_1,2021-07-09 16:42:19,294
14590,2021-03-25 22:40:33,2104.2000000000003,14.9589,TYPE_1,2021-06-04 19:50:26,119
14593,2021-03-05 14:57:11,2828.98,0.0,TYPE_2,2021-05-07 17:28:35,350
14595,2021-02-26 23:15:56,7014.0,14.9589,TYPE_1,2021-05-26 16:45:51,4
14598,2021-03-30 18:23:39,1444.884,0.0,TYPE_2,2021-07-05 13:52:39,43
14599,2021-07-22 20:17:23,11678.31,14.9589,TYPE_1,2021-07-30 12:18:49,60
14600,2021-04-19 17:13:03,1155.15904,0.0,TYPE_2,2021-07-23 18:38:14,316
14603,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-07-05 12:53:27,4
14604,2021-03-26 00:49:45,11690.0,14.9589,TYPE_1,2021-07-08 19:49:40,19
14609,2021-02-26 23:15:56,3507.0,14.9589,TYPE_1,2021-03-12 19:20:38,4
14610,2020-11-15 20:29:49,0.02338,0.0,TYPE_3,2021-03-10 13:58:21,8
14612,2021-06-10 19:44:59,11456.2,14.9589,TYPE_1,2021-06-14 11:19:57,655
14614,2021-06-18 21:39:00,21.042,0.0,TYPE_4,2021-11-23 15:25:38,498
14615,2021-03-10 03:04:35,3483.62,14.9589,TYPE_1,2021-08-24 10:29:02,1637
14616,2021-03-18 17:12:07,23.380000000000003,1.49589,TYPE_3,2021-04-08 13:17:50,637
14621,2021-05-06 00:40:45,2338.0,14.9589,TYPE_1,2021-08-25 13:35:56,2373
14622,2021-03-22 19:19:58,9807.91,1.49589,TYPE_3,2021-04-27 21:50:31,49
14623,2021-02-26 23:15:56,7014.0,14.9589,TYPE_1,2021-05-19 19:27:07,4
14624,2021-05-06 04:13:52,7004.648,14.9589,TYPE_1,2021-08-24 13:28:24,1612
14626,2021-06-15 00:26:41,11456.2,11.9369,TYPE_1,2021-06-21 14:40:19,1645
14628,2021-04-23 16:34:54,600.2347400000001,0.0,TYPE_2,2021-09-09 13:58:21,1403
14629,2021-03-09 19:56:02,151970.0,14.9589,TYPE_1,2021-06-24 20:01:04,402
14631,2021-04-07 17:12:29,11.690000000000001,0.0,TYPE_3,2021-06-12 20:38:56,110
14633,2021-03-25 17:59:07,439.54400000000004,0.0,TYPE_2,2021-06-30 16:16:29,602
14636,2021-04-05 17:18:23,11690.0,14.9589,TYPE_1,2021-08-02 19:21:57,92
14638,2021-08-24 15:05:15,23.380000000000003,0.0,TYPE_4,2021-10-04 20:32:09,368
14639,2021-02-26 23:15:56,5845.0,14.9589,TYPE_1,2021-08-05 17:01:50,4
14642,2021-09-08 21:42:27,0.02338,0.0,TYPE_4,2021-12-30 04:25:18,613
14643,2021-04-19 02:14:03,11689.7662,14.9589,TYPE_1,2021-09-01 13:08:39,28
14644,2021-09-08 18:56:09,91.182,0.0,TYPE_3,2021-09-08 21:21:19,1589
14647,2021-09-08 18:56:09,116.87662,0.0,TYPE_4,2021-09-10 00:50:36,1589
14649,2021-04-09 03:40:03,3507.0,14.9589,TYPE_1,2021-08-12 19:10:42,1742
14650,2021-06-21 23:57:39,11690.0,14.9589,TYPE_1,2021-06-22 18:27:14,1605
14651,2021-02-26 23:15:56,15033.34,14.9589,TYPE_1,2021-04-26 20:32:10,4
14654,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-05-20 13:47:55,4
14655,2021-05-27 13:10:07,7912.47002,11.9369,TYPE_1,2021-05-27 13:51:09,167
14656,2021-06-29 20:20:24,11456.2,14.9589,TYPE_1,2021-07-22 14:06:25,126
14659,2021-02-26 23:15:56,2338.0,14.9589,TYPE_1,2021-05-03 20:39:36,4
14662,2021-05-20 16:46:47,4781.21,15.11,TYPE_1,2021-05-21 11:54:23,2374
14665,2021-03-24 21:50:09,11690.0,14.9589,TYPE_1,2021-05-13 18:50:43,500
